Date,USGG2YR Index,USGG10YR Index,USGG30YR Index,VIX Index,MOVE Index,AAIIBULL Index,AAIIBEAR Index,SPX Index - 14Day RSI,SPX Index - 30Day RSI,.TED G Index,.BAA10YB Index,BFCIUS Index,L98TRUU Index,SPX Index - Last Measure,VIX Open,VIX High,VIX Low,VIX Close,VIX Adj Close
2004-12-08,2.8911,4.1183,4.7829,13.19,82.02,56.76,25.41,58.36,59.36,22.7223,85.1715,0.37,763.39,1182.81,13.52,13.68,13.18,13.19,13.19
2004-12-09,2.924,4.1664,4.8327,12.88,83.02,51.35,25.23,61.66,60.84,23.7359,82.3628,0.473,764.28,1189.24,13.52,13.71,12.77,12.88,12.88
2004-12-10,2.9323,4.1489,4.8176,12.76,82.98,51.35,25.23,60.66,60.4,23.7522,84.1079,0.466,764.65,1188.0,13.05,13.15,12.68,12.76,12.76
2004-12-13,2.9572000000000003,4.147,4.8036,12.54,82.22,51.35,25.23,65.8,62.79,26.8151,84.304,0.444,765.34,1198.68,12.37,12.61,12.13,12.54,12.54
2004-12-14,2.9573,4.1219,4.7689,12.73,80.23,51.35,25.23,67.8,63.78,27.7339,86.8108,0.416,765.78,1203.38,12.55,12.97,12.21,12.73,12.73
2004-12-15,2.9325,4.0739,4.7109,12.35,82.3,51.35,25.23,68.77,64.28,29.9227,86.6134,0.417,766.63,1205.72,12.41,12.88,12.23,12.35,12.35
2004-12-16,2.9823,4.1836,4.8245000000000005,12.27,86.3,52.53,19.19,66.44,63.32,31.8359,84.6425,0.45,766.81,1203.21,12.34,12.59,11.96,12.27,12.27
2004-12-17,2.9994,4.199,4.8265,11.95,86.43,52.53,19.19,58.78,60.02,32.8753,84.0991,0.444,766.59,1194.22,12.34,12.75,11.87,11.95,11.95
2004-12-20,3.0246,4.1835,4.8114,11.83,81.64,52.53,19.19,59.02,60.12,33.0135,85.6522,0.453,767.23,1194.65,12.26,12.34,11.77,11.83,11.83
2004-12-21,3.0248,4.1622,4.7955,11.55,80.55,52.53,19.19,64.67,62.62,31.7592,83.7841,0.472,767.79,1205.45,11.78,12.0,11.37,11.55,11.55
2004-12-22,2.9998,4.1931,4.8274,11.45,81.08,52.53,19.19,66.56,63.52,34.8477,81.6874,0.461,768.14,1209.57,11.42,11.71,11.37,11.45,11.45
2004-12-23,3.0089,4.2242,4.8423,11.23,80.67,60.23,18.18,66.82,63.65,36.7748,79.5845,0.472,768.17,1210.13,11.41,11.64,11.14,11.23,11.23
2004-12-24,2.9922,4.2144,4.8443000000000005,11.23,80.67,60.23,18.18,66.82,63.65,36.9129,80.5594,0.464,768.17,1210.13,,,,,
2004-12-27,3.0514,4.2965,4.9192,12.14,82.63,60.23,18.18,61.99,61.64,31.8042,78.3534,0.523,768.46,1204.92,11.53,12.16,11.53,12.14,12.14
2004-12-28,3.0684,4.2906,4.9152000000000005,12.0,85.8,60.23,18.18,66.33,63.61,29.6579,78.9418,0.542,768.45,1213.54,12.25,12.4,11.97,12.0,12.0
2004-12-29,3.1025,4.322,4.9428,11.62,85.1,60.23,18.18,66.24,63.57,33.7475,78.7991,0.541,768.6,1213.45,11.61,11.79,11.61,11.62,11.62
2004-12-30,3.0812,4.2534,4.8725000000000005,12.56,86.6,57.66,17.52,66.29,63.59,33.761,81.662,0.465,769.01,1213.55,12.25,12.61,12.18,12.56,12.56
2004-12-31,3.0651,4.2182,4.8261,13.29,86.6,57.66,17.52,64.55,62.92,35.2642,82.1789,0.407,769.3,1211.92,12.42,13.29,12.42,13.29,13.29
2005-01-03,3.0896,4.2104,4.8121,14.08,83.9,57.66,17.52,55.17,59.02,32.204,83.96,0.421,770.56,1202.08,13.39,14.23,13.25,14.08,14.08
2005-01-04,3.1962,4.2886,4.8856,13.98,83.3,57.66,17.52,45.09,54.07,22.4268,83.137,0.56,770.68,1188.05,14.01,14.45,13.93,13.98,13.98
2005-01-05,3.2046,4.2808,4.8472,14.09,93.2,57.66,17.52,42.52,52.66,27.519,83.922,0.493,769.27,1183.74,13.98,14.09,13.26,14.09,14.09
2005-01-06,3.1556,4.2612,4.8451,13.58,92.4,38.1,34.52,45.73,53.86,30.5591,84.883,0.404,768.81,1187.88,14.09,14.09,13.33,13.58,13.58
2005-01-07,3.1891,4.269,4.835,13.49,92.38,38.1,34.52,44.64,53.29,29.5777,86.0996,0.425,768.56,1186.19,13.47,13.51,12.94,13.49,13.49
2005-01-10,3.2141,4.269,4.817,13.23,79.01,38.1,34.52,47.85,54.48,30.5924,87.0998,0.431,767.88,1190.24,13.92,13.93,12.94,13.23,13.23
2005-01-11,3.2061,4.2357,4.7801,13.19,77.85,38.1,34.52,43.03,52.03,28.4268,87.4315,0.434,766.35,1182.99,13.44,13.68,13.05,13.19,13.19
2005-01-12,3.2064,4.2337,4.7672,12.56,76.95,38.1,34.52,46.78,53.44,31.4933,86.6281,0.427,766.29,1187.7,13.94,13.94,12.54,12.56,12.56
2005-01-13,3.1734,4.1635,4.6896,12.84,75.77,33.99,39.87,40.53,50.13,32.4826,89.6515,0.373,766.41,1177.45,12.7,12.86,12.37,12.84,12.84
2005-01-14,3.2244,4.208,4.7276,12.43,76.61,33.99,39.87,45.9,52.24,30.4921,91.2,0.454,765.89,1184.52,12.68,12.82,12.29,12.43,12.43
2005-01-17,3.2246,4.2082,4.7256,12.43,76.61,33.99,39.87,45.9,52.24,31.5072,91.1774,0.439,765.89,1184.52,,,,,
2005-01-18,3.2249,4.1848,4.6787,12.47,76.53,33.99,39.87,53.26,55.4,33.5722,92.5223,0.413,765.51,1195.98,13.13,13.15,12.3,12.47,12.47
2005-01-19,3.2165,4.1711,4.6554,13.18,75.96,33.99,39.87,46.51,51.88,31.3902,93.887,0.388,765.94,1184.63,12.47,13.21,12.41,13.18,13.18
2005-01-20,3.1833,4.1614,4.6563,13.83,74.4647,33.66,33.66,41.87,49.25,34.7069,92.8632,0.307,764.6,1175.41,13.37,14.11,13.28,13.83,13.83
2005-01-21,3.1419,4.1399,4.6427,14.36,76.3,33.66,33.66,38.48,47.23,35.5021,93.0113,0.249,764.54,1167.87,13.75,14.46,13.4,14.36,14.36
2005-01-24,3.1842,4.1204,4.6004000000000005,14.65,76.95,33.66,33.66,36.74,46.16,35.5172,92.9571,0.237,765.07,1163.75,14.38,14.75,14.17,14.65,14.65
2005-01-25,3.2098,4.1925,4.6814,14.06,77.32,33.66,33.66,40.05,47.55,29.2704,90.7518,0.373,765.75,1168.41,14.34,14.36,13.88,14.06,14.06
2005-01-26,3.2523,4.1964,4.6668,13.44,78.19,33.66,33.66,43.9,49.2,30.2862,90.3622,0.402,765.91,1174.07,13.84,13.84,13.06,13.44,13.44
2005-01-27,3.2796,4.2179,4.6843,13.24,80.21,26.43,36.43,44.22,49.34,30.2501,88.2094,0.462,766.87,1174.55,13.5,13.57,12.96,13.24,13.24
2005-01-28,3.2551,4.1397,4.6079,13.24,78.62,26.43,36.43,42.46,48.42,29.4971,91.0309,0.439,768.0,1171.36,13.15,13.56,12.83,13.24,13.24
2005-01-31,3.2716,4.128,4.5849,12.82,79.29,26.43,36.43,49.25,51.33,29.2379,93.2017,0.457,768.3,1181.27,13.63,13.63,12.79,12.82,12.82
2005-02-01,3.2799,4.1377,4.5944,12.03,75.96,26.43,36.43,54.05,53.55,24.0054,94.2311,0.568,769.7,1189.41,12.8,13.02,12.02,12.03,12.03
2005-02-02,3.3128,4.1396,4.5791,11.66,83.9,26.43,36.43,56.12,54.55,25.0493,94.039,0.581,771.17,1193.18,12.01,12.06,11.52,11.66,11.66
2005-02-03,3.3377,4.163,4.5809999999999995,11.79,83.78,41.67,25.0,53.84,53.52,29.1191,92.7,0.548,772.23,1189.89,12.03,12.12,11.72,11.79,11.79
2005-02-04,3.2808,4.0753,4.4817,11.21,75.51,41.67,25.0,60.7,56.9,29.1696,93.4671,0.542,774.1,1203.03,11.97,11.97,10.9,11.21,11.21
2005-02-07,3.2974,4.0501,4.4222,11.73,72.24,41.67,25.0,59.75,56.47,28.1606,93.9893,0.529,775.83,1201.72,11.53,11.75,11.36,11.73,11.73
2005-02-08,3.3059,4.0153,4.3735,11.6,72.84,41.67,25.0,60.05,56.62,26.0684,96.4714,0.555,776.71,1202.3,11.66,11.67,11.45,11.6,11.6
2005-02-09,3.2318,3.979,4.3689,12.0,77.1,41.67,25.0,52.56,53.29,26.4607,94.1,0.507,777.01,1191.99,11.52,12.02,11.41,12.0,12.0
2005-02-10,3.2898,4.0888,4.4732,11.51,80.4,43.75,22.92,55.47,54.63,28.0399,91.1241,0.635,776.06,1197.01,11.98,11.99,11.38,11.51,11.51
2005-02-11,3.3236,4.0844,4.4805,11.43,81.95,43.75,22.92,59.85,56.76,25.4513,94.5566,0.676,776.21,1205.3,11.64,11.82,11.25,11.43,11.43
2005-02-14,3.3487999999999998,4.069,4.4488,11.52,84.66,43.75,22.92,60.28,56.97,27.057,95.0969,0.649,777.23,1206.14,11.28,11.86,11.18,11.52,11.52
2005-02-15,3.3407999999999998,4.096,4.4851,11.27,84.12,43.75,22.92,62.32,57.98,23.8439,94.3992,0.704,777.79,1210.13,11.57,11.76,11.13,11.27,11.27
2005-02-16,3.3995,4.1521,4.5179,11.1,84.1,43.75,22.92,62.43,58.03,24.862,93.7868,0.731,778.31,1210.34,11.4,11.5,11.03,11.1,11.1
2005-02-17,3.358,4.1794,4.5738,11.77,74.24,36.36,29.87,54.62,54.74,27.6302,92.0642,0.639,778.62,1200.75,11.25,11.91,11.21,11.77,11.77
2005-02-18,3.435,4.2655,4.6495,11.18,78.46,36.36,29.87,55.14,54.97,25.9001,90.449,0.724,778.04,1201.59,11.99,12.12,11.18,11.18,11.18
2005-02-21,3.4269,4.2616,4.6446,11.18,78.46,36.36,29.87,55.14,54.97,26.9184,90.8371,0.711,778.04,1201.59,,,,,
2005-02-22,3.4273,4.2853,4.6854,13.14,83.99,36.36,29.87,43.73,49.52,24.8586,90.4734,0.637,778.0,1184.16,12.18,13.2,12.09,13.14,13.14
2005-02-23,3.4358,4.2617,4.6523,12.39,81.69,36.36,29.87,48.13,51.42,19.9031,91.8326,0.718,778.44,1190.8,12.94,12.94,12.3,12.39,12.39
2005-02-24,3.4785,4.2833,4.6688,11.57,82.94,31.82,31.82,53.67,53.95,20.5824,90.6651,0.791,778.8,1200.2,12.51,12.51,11.48,11.57,11.57
2005-02-25,3.5219,4.2638,4.6386,11.49,80.7,31.82,31.82,59.23,56.73,18.5336,91.6175,0.81,779.88,1211.37,11.75,11.78,10.92,11.49,11.49
2005-02-28,3.5958,4.3766,4.7195,12.08,90.05,31.82,31.82,54.34,54.37,17.4999,88.344,0.854,779.6,1203.6,11.89,12.5,11.73,12.08,12.08
2005-03-01,3.5714,4.3647,4.7145,12.04,89.23,31.82,31.82,57.64,56.03,18.376,92.529,0.838,779.06,1210.41,11.95,12.1,11.66,12.04,12.04
2005-03-02,3.5552,4.3767,4.7341,12.5,101.41,31.82,31.82,57.43,55.93,21.4522,91.3295,0.786,778.56,1210.08,12.88,12.91,12.2,12.5,12.5
2005-03-03,3.5636,4.3768,4.7381,12.93,99.44,39.51,27.16,57.63,56.02,21.445,92.3222,0.712,778.97,1210.47,12.28,13.07,12.23,12.93,12.93
2005-03-04,3.556,4.3076,4.6489,11.94,83.0,39.51,27.16,63.25,58.84,21.3543,93.2434,0.732,780.12,1222.13,12.49,12.5,11.94,11.94,11.94
2005-03-07,3.5892,4.3076,4.6237,12.26,76.3,39.51,27.16,64.64,59.58,23.5539,93.2376,0.716,781.43,1225.31,12.36,12.6,12.05,12.26,12.26
2005-03-08,3.6143,4.3911,4.7073,12.4,81.93,39.51,27.16,60.14,57.62,22.376,90.8908,0.754,781.53,1219.43,12.06,12.5,11.95,12.4,12.4
2005-03-09,3.6562,4.5196,4.8305,12.7,92.1,39.51,27.16,51.92,53.75,23.3967,89.0407,0.776,779.34,1207.01,12.23,12.72,12.2,12.7,12.7
2005-03-10,3.6648,4.4633,4.7635,12.49,91.14,49.66,24.83,53.16,54.32,27.4725,90.6693,0.662,778.81,1209.25,12.62,12.97,12.42,12.49,12.49
2005-03-11,3.716,4.5423,4.8093,12.8,93.7,49.66,24.83,47.72,51.62,25.452,89.773,0.7,777.69,1200.08,12.29,12.98,12.11,12.8,12.8
2005-03-14,3.7248,4.508,4.7793,12.39,93.2,49.66,24.83,51.64,53.39,25.4457,93.1996,0.697,777.06,1206.83,12.82,12.99,12.36,12.39,12.39
2005-03-15,3.7336,4.5445,4.8253,13.15,92.0,49.66,24.83,46.58,50.81,24.2637,93.548,0.685,776.31,1197.75,12.44,13.22,12.33,13.15,13.15
2005-03-16,3.7089,4.5062,4.7941,13.49,90.77,49.66,24.83,41.87,48.24,25.285,99.3807,0.608,774.14,1188.07,13.3,13.81,13.19,13.49,13.49
2005-03-17,3.6673,4.464,4.7661999999999995,13.29,92.12,32.47,32.47,43.24,48.83,27.3341,101.6034,0.607,772.41,1190.21,13.25,13.67,13.2,13.29,13.29
2005-03-18,3.6936999999999998,4.5066,4.8100000000000005,13.14,90.1,32.47,32.47,42.95,48.68,25.3426,101.3388,0.647,771.75,1189.64,13.65,13.67,13.08,13.14,13.14
2005-03-21,3.711,4.5229,4.8351,13.61,91.3,32.47,32.47,39.98,47.11,24.5867,104.7097,0.639,768.26,1183.79,13.62,13.98,13.33,13.61,13.61
2005-03-22,3.8216,4.6411,4.9051,14.27,90.7,32.47,32.47,34.67,44.07,20.0651,102.8862,0.717,765.05,1171.71,13.76,14.28,13.15,14.27,14.27
2005-03-23,3.8136,4.5841,4.8502,14.06,89.0,32.47,32.47,35.3,44.32,27.2006,108.5931,0.57,761.5,1172.53,14.61,14.89,13.88,14.06,14.06
2005-03-24,3.8501,4.5968,4.844,13.42,88.37,23.23,41.94,34.81,44.04,26.2601,106.3193,0.566,762.64,1171.42,13.86,13.88,12.97,13.42,13.42
2005-03-25,3.8507,4.5929,4.844,13.42,88.37,23.23,41.94,34.81,44.04,26.282,106.715,0.565,762.64,1171.42,,,,,
2005-03-28,3.8685,4.64,4.8886,13.75,88.91,23.23,41.94,37.22,44.96,26.3039,104.9957,0.576,761.81,1174.28,14.01,14.01,13.44,13.75,13.75
2005-03-29,3.8342,4.5725999999999996,4.8408999999999995,14.49,89.59,23.23,41.94,33.11,42.7,26.4005,109.7422,0.481,759.65,1165.36,13.96,14.68,13.38,14.49,14.49
2005-03-30,3.8262,4.5462,4.7976,13.64,91.0,23.23,41.94,44.9,47.61,28.2006,111.3764,0.477,758.01,1181.41,14.47,14.47,13.64,13.64,13.64
2005-03-31,3.7744999999999997,4.4815,4.7548,14.02,87.7,28.43,50.98,44.47,47.4,35.3619,119.8524,0.331,756.93,1180.59,13.71,14.1,13.57,14.02,14.02
2005-04-01,3.7251,4.4475,4.721,14.09,75.16,28.43,50.98,40.55,45.42,34.3974,120.2544,0.307,757.88,1172.92,13.64,14.38,12.92,14.09,14.09
2005-04-04,3.7168,4.4556000000000004,4.7348,14.11,75.11,28.43,50.98,42.82,46.38,38.5269,120.4381,0.288,757.2,1176.12,14.53,14.76,13.96,14.11,14.11
2005-04-05,3.7167,4.4678,4.7516,13.68,73.64,28.43,50.98,46.44,47.96,34.5418,120.2166,0.368,758.81,1181.39,14.1,14.11,13.66,13.68,13.68
2005-04-06,3.6754,4.4215,4.7337,13.15,81.15,28.43,50.98,48.23,48.74,36.6818,121.8451,0.349,761.76,1184.07,13.75,13.76,12.89,13.15,13.15
2005-04-07,3.7166,4.4802,4.7943999999999996,12.33,79.28,27.74,43.87,52.74,50.79,37.3896,117.9829,0.44,763.22,1191.14,12.92,12.96,12.3,12.33,12.33
2005-04-08,3.7412,4.4683,4.7683,12.62,81.4,27.74,43.87,46.6,48.01,36.4248,123.1664,0.41,762.94,1181.2,12.06,12.65,11.52,12.62,12.62
2005-04-11,3.7161999999999997,4.428,4.7237,11.98,78.2,27.74,43.87,46.61,48.01,39.4999,129.1955,0.397,762.06,1181.21,12.09,12.46,11.82,11.98,11.98
2005-04-12,3.6829,4.3518,4.658,11.3,75.94,27.74,43.87,50.97,49.94,38.348,129.82,0.399,761.17,1187.76,12.12,12.83,11.2,11.3,11.3
2005-04-13,3.6494999999999997,4.3599,4.6814,13.31,75.59,27.74,43.87,42.92,46.16,37.4039,132.0113,0.305,760.37,1173.79,11.68,13.44,11.27,13.31,13.31
2005-04-14,3.5495,4.308,4.6804,14.53,74.42,16.48,41.76,37.55,43.3,38.3619,138.2013,0.194,756.72,1162.05,13.4,14.6,12.67,14.53,14.53
2005-04-15,3.4902,4.2406,4.6084,17.74,83.84,16.48,41.76,30.71,39.16,37.3974,149.9448,0.01,754.46,1142.62,14.92,18.049999,14.71,17.74,17.74
2005-04-18,3.5483000000000002,4.2704,4.6093,16.56,83.84,16.48,41.76,32.98,40.18,27.6468,145.9607,0.24,752.97,1145.98,18.33,18.59,16.41,16.559998999999998,16.559998999999998
2005-04-19,3.5061999999999998,4.2109,4.5423,14.96,84.11,16.48,41.76,37.46,42.22,24.9504,145.906,0.272,754.31,1152.78,15.28,15.97,14.81,14.96,14.96
2005-04-20,3.4807,4.1853,4.5479,16.92,84.0,16.48,41.76,32.25,39.13,29.0875,144.4706,0.101,755.84,1137.5,14.86,17.25,14.52,16.92,16.92
2005-04-21,3.6228,4.2945,4.6363,14.41,85.81,36.84,32.89,44.47,45.23,28.1163,138.5523,0.38,756.71,1159.95,16.219998999999998,16.219998999999998,14.26,14.41,14.41
2005-04-22,3.597,4.2449,4.5793,15.38,84.18,36.84,32.89,41.65,43.65,26.0377,136.5116,0.297,757.31,1152.12,14.54,16.32,14.2,15.38,15.38
2005-04-25,3.6304,4.2469,4.5534,14.62,78.55,36.84,32.89,46.32,46.13,30.1442,137.3076,0.297,756.89,1162.1,15.29,15.47,14.6,14.62,14.62
2005-04-26,3.6471999999999998,4.2649,4.5715,14.91,79.2,36.84,32.89,42.51,44.05,28.6384,137.5115,0.297,755.1,1151.74,14.27,15.15,14.27,14.91,14.91
2005-04-27,3.6131,4.2232,4.5476,14.87,79.12,36.84,32.89,44.71,45.19,32.0591,139.6803,0.23,752.35,1156.38,14.62,15.93,14.43,14.87,14.87
2005-04-28,3.5594,4.1442,4.4851,16.86,78.25,29.75,34.71,40.04,42.63,34.0816,141.5835,0.084,750.62,1143.22,14.19,16.870001000000002,14.19,16.860001,16.860001
2005-04-29,3.6494999999999997,4.1975999999999996,4.5133,15.31,82.53,29.75,34.71,46.29,45.92,32.0936,142.2392,0.214,749.55,1156.85,15.75,16.92,15.26,15.31,15.31
2005-05-02,3.6249000000000002,4.1858,4.5132,15.12,82.3,29.75,34.71,48.54,47.14,33.1442,144.4231,0.2,750.89,1162.16,15.45,16.01,15.08,15.12,15.12
2005-05-03,3.633,4.1641,4.482,14.53,81.5,29.75,34.71,48.14,46.93,31.8884,149.5944,0.222,751.17,1161.17,15.19,15.31,14.53,14.53,14.53
2005-05-04,3.6083,4.1859,4.5903,13.85,86.9,29.75,34.71,54.16,50.2,38.1442,142.4149,0.204,753.09,1175.65,14.44,15.38,13.7,13.85,13.85
2005-05-05,3.5425,4.1543,4.5769,13.98,82.98,28.57,44.9,52.78,49.54,44.1563,104.5749,0.106,753.81,1172.63,13.48,15.82,13.43,13.98,13.98
2005-05-06,3.7156000000000002,4.2576,4.6278,14.05,78.4,28.57,44.9,52.18,49.25,37.177,105.2392,0.251,751.66,1171.35,13.29,14.06,13.11,14.05,14.05
2005-05-09,3.7489,4.2816,4.6239,13.75,78.7,28.57,44.9,55.4,50.95,40.227,102.8357,0.257,752.01,1178.84,14.11,14.56,13.53,13.75,13.75
2005-05-10,3.666,4.2,4.568,14.91,78.9,28.57,44.9,49.36,48.15,35.9792,106.001,0.188,751.42,1166.22,14.05,15.11,14.03,14.91,14.91
2005-05-11,3.6743,4.202,4.5451,14.45,83.0,28.57,44.9,51.57,49.27,40.0875,105.7978,0.296,748.98,1171.11,14.69,15.8,14.31,14.45,14.45
2005-05-12,3.6411,4.1703,4.5146,16.12,82.17,30.52,36.36,46.35,46.76,39.8946,105.9673,0.203,748.08,1159.36,14.43,16.23,14.16,16.120001000000002,16.120001000000002
2005-05-13,3.5826000000000002,4.1173,4.4805,16.32,87.1,30.52,36.36,44.18,45.67,46.3152,112.2703,0.073,745.87,1154.05,15.88,17.700001,15.4,16.32,16.32
2005-05-16,3.5909,4.1269,4.4956,15.68,88.5,30.52,36.36,49.74,48.39,47.3641,112.3104,0.101,742.72,1165.69,16.870001000000002,16.870001000000002,15.67,15.68,15.68
2005-05-17,3.5907999999999998,4.1134,4.4729,14.57,84.7,30.52,36.36,53.24,50.19,40.0365,112.6579,0.222,740.18,1173.8,15.92,16.209999,14.45,14.57,14.57
2005-05-18,3.5823,4.0884,4.4392,13.63,81.22,30.52,36.36,57.83,52.66,43.1159,111.1553,0.242,742.87,1185.56,14.11,14.13,13.3,13.63,13.63
2005-05-19,3.6325,4.1115,4.4429,13.32,77.19,38.92,28.65,59.82,53.78,42.5479,111.8533,0.292,746.2,1191.08,13.35,14.02,13.25,13.32,13.32
2005-05-20,3.6577,4.121,4.4381,13.14,76.6,38.92,28.65,58.84,53.35,41.1214,112.8959,0.318,747.76,1189.28,13.57,13.73,13.07,13.14,13.14
2005-05-23,3.6156,4.0538,4.3796,12.95,73.86,38.92,28.65,60.6,54.3,39.4637,113.6156,0.335,751.14,1193.86,13.38,13.45,12.75,12.95,12.95
2005-05-24,3.5902,4.0271,4.3584,12.69,73.82,38.92,28.65,60.69,54.35,35.7099,112.2941,0.395,753.16,1194.07,13.12,13.3,12.53,12.69,12.69
2005-05-25,3.5986000000000002,4.0864,4.4323,12.58,74.06,38.92,28.65,58.13,53.32,37.8875,108.362,0.42,756.6,1190.01,12.83,13.11,12.58,12.58,12.58
2005-05-26,3.6225,4.0787,4.4276,12.24,72.6,44.14,23.42,61.41,54.97,39.9396,109.132,0.433,759.09,1197.63,12.23,12.38,11.65,12.24,12.24
2005-05-27,3.6389,4.0709,4.4293,12.15,73.75,44.14,23.42,61.9,55.22,38.9771,108.9088,0.459,760.52,1198.78,12.06,12.43,12.06,12.15,12.15
2005-05-30,3.6390000000000002,4.069,4.4292,12.15,73.75,44.14,23.42,61.9,55.22,39.0008,109.1031,0.459,760.52,1198.78,,,,,
2005-05-31,3.5736,3.981,4.3205,13.29,75.0,44.14,23.42,57.01,53.3,39.7745,109.8998,0.358,762.86,1191.5,12.69,13.45,12.67,13.29,13.29
2005-06-01,3.4754,3.8844,4.2365,12.36,79.13,44.14,23.42,61.81,55.66,37.772,133.5641,0.376,766.84,1202.27,13.34,13.34,12.17,12.36,12.36
2005-06-02,3.5244,3.9032,4.24,11.84,80.76,48.61,19.44,62.66,56.09,37.7962,128.6822,0.456,772.08,1204.29,12.35,12.43,11.8,11.84,11.84
2005-06-03,3.5573,3.9732,4.2812,12.15,78.9,48.61,19.44,57.1,53.87,36.8121,125.6787,0.479,773.32,1196.02,11.78,12.49,11.52,12.15,12.15
2005-06-06,3.5739,3.9522,4.2434,12.28,78.44,48.61,19.44,57.82,54.21,38.8648,126.77590000000001,0.446,771.62,1197.51,12.68,13.0,12.21,12.28,12.28
2005-06-07,3.5574,3.901,4.1907,12.39,77.86,48.61,19.44,57.65,54.14,36.6601,126.901,0.435,772.94,1197.26,12.22,12.43,11.47,12.39,12.39
2005-06-08,3.5987999999999998,3.9331,4.22,12.7,82.96,48.61,19.44,55.75,53.42,37.6228,127.6853,0.403,772.06,1194.67,12.05,12.83,12.05,12.7,12.7
2005-06-09,3.6155,3.9483,4.2315,12.08,80.86,45.98,19.54,59.24,54.93,40.7673,130.1707,0.402,770.58,1200.93,12.69,13.07,12.06,12.08,12.08
2005-06-10,3.6908,4.0514,4.3244,11.96,82.53,45.98,19.54,57.06,54.11,40.8121,126.8612,0.452,771.15,1198.11,12.16,12.4,11.9,11.96,11.96
2005-06-13,3.691,4.0918,4.373,11.65,80.53,45.98,19.54,58.64,54.78,41.8366,125.8203,0.451,771.39,1200.82,12.12,12.12,11.31,11.65,11.65
2005-06-14,3.6828,4.1072,4.4137,11.79,80.17,45.98,19.54,60.42,55.54,42.0644,127.2771,0.439,772.4,1203.91,11.65,12.02,11.52,11.79,11.79
2005-06-15,3.7082,4.0995,4.4016,11.46,75.24,45.98,19.54,61.95,56.2,43.806,127.0513,0.463,773.37,1206.58,11.22,11.96,11.05,11.46,11.46
2005-06-16,3.6665,4.0667,4.3673,11.15,73.4,48.05,18.83,64.37,57.28,47.8537,127.3319,0.378,773.35,1210.96,11.24,11.36,11.04,11.15,11.15
2005-06-17,3.7007,4.0705,4.3607,11.48,72.4,48.05,18.83,67.44,58.72,46.8067,126.9529,0.404,773.84,1216.96,10.83,11.64,10.78,11.48,11.48
2005-06-20,3.7094,4.1091,4.3874,11.47,72.2,48.05,18.83,66.56,58.43,47.2679,125.0913,0.425,773.52,1216.1,12.51,12.53,11.31,11.47,11.47
2005-06-21,3.6843,4.0396,4.3249,11.08,73.5,48.05,18.83,63.94,57.57,43.8188,128.0383,0.454,774.97,1213.61,11.52,11.67,11.01,11.08,11.08
2005-06-22,3.6002,3.94,4.2424,11.05,77.18,48.05,18.83,64.11,57.64,43.6264,128.9955,0.401,775.58,1213.88,10.96,11.31,10.81,11.05,11.05
2005-06-23,3.6087,3.9514,4.2523,12.13,76.51,46.59,18.18,51.73,53.23,41.5641,131.8563,0.422,774.91,1200.73,11.19,12.13,10.96,12.13,12.13
2005-06-24,3.5751,3.917,4.2207,12.18,76.0,46.59,18.18,45.18,50.45,39.3674,132.3008,0.401,774.34,1191.57,12.27,12.32,11.95,12.18,12.18
2005-06-27,3.5752,3.9017,4.1912,12.52,74.5,46.59,18.18,44.6,50.19,38.5518,133.8276,0.41,774.04,1190.69,12.73,12.78,12.38,12.52,12.52
2005-06-28,3.6433,3.9703,4.2475,11.58,75.7,46.59,18.18,52.73,53.28,36.3047,130.9677,0.493,775.84,1201.57,12.31,12.31,11.55,11.58,11.58
2005-06-29,3.652,3.9779,4.26,11.77,76.79,46.59,18.18,51.44,52.74,38.7992,132.2061,0.459,776.64,1199.85,11.54,11.78,11.44,11.77,11.77
2005-06-30,3.6330999999999998,3.9130000000000003,4.1911,12.04,75.6,45.89,29.45,45.52,50.17,40.0128,132.7029,0.418,777.83,1191.33,11.72,12.1,11.5,12.04,12.04
2005-07-01,3.7401,4.0489,4.2942,11.4,78.85,45.89,29.45,47.88,51.07,37.2535,127.1077,0.533,778.55,1194.44,11.75,11.92,11.38,11.4,11.4
2005-07-04,3.7319,4.0373,4.2996,11.4,78.85,45.89,29.45,47.88,51.07,39.1558,128.2678,0.501,778.55,1194.44,,,,,
2005-07-05,3.7816,4.105,4.3617,11.68,78.35,45.89,29.45,55.0,53.99,39.4331,127.497,0.483,778.47,1204.99,12.41,12.41,11.53,11.68,11.68
2005-07-06,3.7651,4.0682,4.3269,12.27,86.29,45.89,29.45,48.24,50.99,38.1821,128.1794,0.453,778.32,1194.94,11.67,12.33,11.54,12.27,12.27
2005-07-07,3.7156000000000002,4.0605,4.3186,12.49,87.85,43.01,20.43,50.16,51.8,41.3287,126.955,0.374,778.7,1197.87,13.91,13.92,12.48,12.49,12.49
2005-07-08,3.7657,4.0914,4.3413,11.45,80.12,43.01,20.43,58.16,55.43,39.385,129.8604,0.505,780.2,1211.86,12.24,12.29,11.09,11.45,11.45
2005-07-11,3.7824999999999998,4.0933,4.3394,11.28,82.93,43.01,20.43,61.74,57.24,41.3785,128.6676,0.49,782.81,1219.44,10.96,11.41,10.53,11.28,11.28
2005-07-12,3.8327,4.142,4.3854,10.95,81.08,43.01,20.43,62.99,57.88,38.0939,125.8027,0.584,784.14,1222.21,11.03,11.37,10.85,10.95,10.95
